pdbid;chain;genus deposition date;pdb deposition date;total genus;sequence length
1nrm;A;2019-06-08;2003-01-25;0;14
1nrn;R;2019-06-08;1994-01-18;0;19
1nru;A;2019-06-08;2003-01-25;0;14
1nt6;A;2019-06-08;2003-01-28;0;14
1nrp;R;2019-06-08;1994-01-18;0;18
1nt5;A;2019-06-08;2003-01-28;0;14
1ncp;N;2019-06-08;1991-11-27;0;17
1ncp;C;2019-06-08;1991-11-27;0;18
1ndr;A;2019-06-08;1997-01-23;0;330
1nik;L;2019-06-08;2002-12-24;0;46
1nj3;A;2019-06-08;2002-12-30;0;31
1nim;A;2019-06-08;1995-10-05;0;17
1nm6;B;2019-06-08;2003-01-09;0;11
1npo;B;2019-06-08;1996-02-01;0;9
1nt1;H;2019-06-08;2003-01-28;0;11
1ntv;B;2019-06-08;2003-01-30;0;10
1nu2;B;2019-06-08;2003-01-30;0;10
1o0d;D;2019-06-08;2003-02-21;0;10
1mk9;A;2019-06-08;2002-08-28;0;13
1mnf;1;2019-06-08;2002-09-05;0;12
1mqy;A;2019-06-08;2002-09-17;0;19
1mqx;A;2019-06-08;2002-09-17;0;19
1mt8;P;2019-06-08;2002-09-20;0;8
1mxp;A;2019-06-08;2002-10-03;0;15
1mw4;B;2019-06-08;2002-09-27;0;10
1n09;A;2019-06-08;2002-10-11;0;10
1n0d;A;2019-06-08;2002-10-11;0;10
1n0x;P;2019-06-08;2002-10-15;0;21
1n7t;B;2019-06-08;2002-11-16;0;7
1mhc;C;2019-06-08;1995-08-23;0;8
1miz;A;2019-06-08;2002-08-23;0;9
1mpa;P;2019-06-08;1997-02-26;0;7
1mpv;A;2019-06-08;2002-09-12;0;12
1mq1;C;2019-06-08;2002-09-13;0;12
1mqz;A;2019-06-08;2002-09-17;0;19
1mue;C;2019-06-08;2002-09-23;0;11
1mtp;B;2019-06-08;2002-09-21;0;35
1mzi;A;2019-06-08;2002-10-08;0;13
1n0c;A;2019-06-08;2002-10-11;0;10
1n2y;A;2019-06-08;2002-10-24;0;15
1n6e;B;2019-06-08;2002-11-10;0;11
1l6o;D;2019-06-08;2002-03-11;0;8
1le3;A;2019-06-08;2002-04-09;0;16
1le1;A;2019-06-08;2002-04-09;0;12
1lmw;A;2019-06-08;1995-07-26;0;8
1lqb;D;2019-06-08;2002-05-09;0;18
1lvr;A;2019-06-08;2002-05-29;0;9
1lxg;B;2019-06-08;2002-06-05;0;18
1m4e;A;2019-06-08;2002-07-02;0;20
1m5n;Q;2019-06-08;2002-07-09;0;28
1m4q;B;2019-06-08;2002-07-03;0;9
1m7e;D;2019-06-08;2002-07-19;0;9
1m93;C;2019-06-08;2002-07-26;0;31
1m8o;A;2019-06-08;2002-07-25;0;20
1ma5;A;2019-06-08;2002-07-31;0;17
1ma6;A;2019-06-08;2002-07-31;0;17
1mdk;B;2019-06-08;1995-02-27;0;13
1mea;A;2019-06-08;1992-11-09;0;28
1lek;P;2019-06-08;2002-04-09;0;8
1le0;A;2019-06-08;2002-04-09;0;12
1lgc;B;2019-06-08;1994-01-07;0;50
1lfc;A;2019-06-08;1998-06-24;0;25
1lk2;P;2019-06-08;2002-04-23;0;8
1ljz;B;2019-06-08;2002-04-23;0;25
1lo5;C;2019-06-08;2002-05-06;0;13
1lq8;B;2019-06-08;2002-05-09;0;29
1m24;A;2019-06-08;2002-06-21;0;16
1m27;B;2019-06-08;2002-06-21;0;11
1m4f;A;2019-06-08;2002-07-02;0;25
1ma4;A;2019-06-08;2002-07-31;0;17
1ma2;A;2019-06-08;2002-07-31;0;17
1mag;A;2019-06-08;1996-06-06;0;14
1mdi;B;2019-06-08;1995-02-27;0;13
1med;A;2019-06-08;1992-11-09;0;28
1mdj;B;2019-06-08;1995-02-27;0;13
1kuj;B;2019-06-08;2002-01-22;0;17
1ky6;P;2019-06-08;2002-02-03;0;7
1kyf;P;2019-06-08;2002-02-04;0;5
1l4w;B;2019-06-08;2002-03-06;0;25
1ku8;B;2019-06-08;2002-01-21;0;18
1kyu;P;2019-06-08;2002-02-05;0;5
1kyd;P;2019-06-08;2002-02-04;0;5
1kzz;B;2019-06-08;2002-02-08;0;11
1kc5;P;2019-06-08;2001-11-07;0;8
1kcr;P;2019-06-08;2001-11-11;0;15
1kcs;P;2019-06-08;2001-11-11;0;7
1kg0;D;2019-06-08;2001-11-25;0;13
1kjh;P;2019-06-08;2001-12-04;0;9
1kjf;P;2019-06-08;2001-12-04;0;10
1kjg;P;2019-06-08;2001-12-04;0;9
1kl5;E;2019-06-08;2001-12-11;0;5
1kjv;P;2019-06-08;2001-12-05;0;9
1kl8;B;2019-06-08;2001-12-11;0;19
1iid;O;2019-06-08;2001-04-22;0;8
1jot;B;2019-06-08;1997-12-05;0;16
1jq9;P;2019-06-08;2001-08-04;0;5
1ju5;B;2019-06-08;2001-08-23;0;13
1jwg;C;2019-06-08;2001-09-04;0;7
1jwu;C;2019-06-08;2001-09-05;0;13
1jy9;A;2019-06-08;2001-09-11;0;20
1jyc;P;2019-06-08;2001-09-12;0;15
1k22;I;2019-06-08;2001-09-26;0;10
1izl;H;2019-06-08;2002-10-04;0;33
1jpf;C;2019-06-08;2001-08-02;0;11
1jpl;E;2019-06-08;2001-08-02;0;8
1jpp;C;2019-06-08;2001-08-02;0;11
1jws;C;2019-06-08;2001-09-05;0;13
1jwm;C;2019-06-08;2001-09-04;0;13
1k2d;P;2019-06-08;2001-09-26;0;12
1k8d;P;2019-06-08;2001-10-23;0;9
1hym;B;2019-06-08;1995-06-12;0;24
1i1y;C;2019-06-08;1999-04-16;0;9
1i4f;C;2019-06-08;2001-02-21;0;10
1ihj;C;2019-06-08;2001-04-19;0;5
1hqr;C;2019-06-08;2000-12-19;0;10
1hxe;I;2019-06-08;1995-12-07;0;10
1hxy;C;2019-06-08;2001-01-17;0;13
1ifh;P;2019-06-08;1993-05-06;0;7
1h6w;B;2019-06-08;2001-06-28;0;10
1hc9;C;2019-06-08;2001-05-02;0;13
1hbt;I;2019-06-08;1995-04-06;0;15
1haa;B;2019-06-08;2001-04-05;0;13
1i3q;L;2019-06-08;2001-02-15;0;46
1hes;P;2019-06-08;2000-11-24;0;9
1him;R;2019-06-08;1992-07-08;0;9
1hhg;C;2019-06-08;1993-06-30;0;9
1him;P;2019-06-08;1992-07-08;0;8
1hin;P;2019-06-08;1992-07-08;0;8
1hlt;R;2019-06-08;1994-08-28;0;17
1gux;E;2019-06-08;1997-11-15;0;9
1h26;E;2019-06-08;2002-07-31;0;9
1ghy;I;2019-06-08;2001-01-22;0;11
1gj7;A;2019-06-08;2001-04-27;0;10
1gj5;I;2019-06-08;2001-04-27;0;11
1ghw;I;2019-06-08;2001-01-22;0;11
1ghv;I;2019-06-08;2001-01-22;0;11
1gi8;A;2019-06-08;2001-01-22;0;9
1gi9;A;2019-06-08;2001-01-22;0;9
1ghx;I;2019-06-08;2001-01-22;0;11
1gi7;A;2019-06-08;2001-01-22;0;9
1gj4;I;2019-06-08;2001-04-27;0;11
1gj9;A;2019-06-08;2001-04-30;0;10
1gjb;A;2019-06-08;2001-04-27;0;8
1gjc;A;2019-06-08;2001-04-27;0;9
1fpr;B;2019-06-08;2000-08-31;0;10
1frg;P;2019-06-08;1994-01-17;0;8
1jo4;A;2019-06-08;2001-07-26;0;14
1fyt;C;2019-06-08;2000-10-03;0;13
1fzj;P;2019-06-08;2000-10-03;0;8
1g1s;C;2019-06-08;2000-10-13;0;13
1g37;B;2019-06-08;2000-10-23;0;9
1fo0;P;2019-06-08;2000-08-24;0;8
1fp0;A;2019-06-08;2000-08-29;0;88
1fpt;P;2019-06-08;1995-01-26;0;11
1jno;A;2019-06-08;2001-07-24;0;14
1jo3;A;2019-06-08;2001-07-26;0;14
1g3f;B;2019-06-08;2000-10-24;0;9
1g6g;E;2019-06-08;2000-11-06;0;8
1eol;B;2019-06-08;2000-03-23;0;14
1epi;A;2019-06-08;1992-03-24;0;53
1jgd;C;2019-06-08;2001-06-25;0;10
1etl;A;2019-06-08;1994-03-15;0;12
1etn;A;2019-06-08;1994-03-15;0;12
1f7a;P;2019-06-08;2000-06-26;0;9
1jl4;C;2019-06-08;2001-07-15;0;16
1eoj;B;2019-06-08;2000-03-23;0;13
1etm;A;2019-06-08;1994-03-15;0;12
1f0c;B;2019-06-08;2000-05-15;0;36
1ji9;A;2019-06-08;2001-07-01;0;37
1f58;P;2019-06-08;1998-10-21;0;11
1f95;C;2019-06-08;2000-07-07;0;9
1jk4;B;2019-06-08;2001-07-11;0;6
1ffn;C;2019-06-08;2000-07-25;0;9
1ffp;C;2019-06-08;2000-07-25;0;9
1jky;B;2019-06-08;2001-07-13;0;16
1fiw;L;2019-06-08;2000-08-07;0;14
1fkn;C;2019-06-08;2000-08-09;0;7
1fll;X;2019-06-08;2000-08-14;0;21
1e8n;I;2019-06-08;2000-09-27;0;6
1jdp;H;2019-06-08;2001-06-14;0;18
1ee7;A;2019-06-08;2000-01-31;0;18
1ee4;C;2019-06-08;2000-01-30;0;9
1eeo;B;2019-06-08;2000-02-01;0;8
1eba;C;2019-06-08;1998-10-02;0;16
1ebp;C;2019-06-08;1996-05-07;0;16
1eb1;A;2019-06-08;2001-07-18;0;10
1edn;A;2019-06-08;1994-09-19;0;21
1ejo;P;2019-06-08;2000-03-03;0;13
1ds5;E;2019-06-08;2000-01-07;0;16
1jac;B;2019-06-08;1996-05-22;0;15
1e4x;P;2019-06-08;2000-07-12;0;7
1doj;B;2019-06-08;1999-12-21;0;11
1dwe;I;2019-06-08;1992-08-19;0;11
1e28;C;2019-06-08;2000-05-18;0;8
1e4w;P;2019-06-08;2000-07-12;0;7
1e54;B;2019-06-08;2000-07-17;0;8
1j4m;A;2019-06-08;2001-10-10;0;14
1d8d;P;2019-06-08;1999-10-22;0;11
1d6g;B;2019-06-08;1999-10-13;0;8
1j5m;A;2019-06-08;2002-05-16;0;28
1ddv;B;2019-06-08;1999-11-11;0;6
1ddh;P;2019-06-08;1998-06-22;0;10
1dft;A;2019-06-08;1999-11-20;0;30
1dkd;E;2019-06-08;1999-12-07;0;11
1dlh;C;2019-06-08;1994-02-15;0;13
1dme;A;2019-06-08;1994-11-22;0;28
1dn2;E;2019-06-08;1999-12-15;0;13
1czz;D;2019-06-08;1999-09-07;0;7
1d4t;B;2019-06-08;1999-10-06;0;11
1d4w;C;2019-06-08;1999-10-06;0;10
1d9k;P;2019-06-08;1999-10-28;0;16
1dit;P;2019-06-08;1995-07-20;0;15
1ciq;B;2019-06-07;1995-10-02;0;24
1cmi;C;2019-06-07;1999-05-06;0;12
1cq4;B;2019-06-07;1998-11-17;0;23
1cqh;B;2019-06-07;1996-04-02;0;13
1ctp;I;2019-06-07;1993-04-08;0;18
1cv9;A;2019-06-07;1999-08-23;0;12
1cwd;P;2019-06-07;1995-09-06;0;8
1c1u;I;2019-06-07;1999-07-21;0;11
1ixu;A;2019-06-07;2002-07-04;0;12
1c5o;I;2019-06-07;1999-12-22;0;11
1c5l;I;2019-06-07;1999-12-22;0;10
1c5w;A;2019-06-07;1999-12-22;0;9
1c5z;A;2019-06-07;1999-12-22;0;9
1c5x;A;2019-06-07;1999-12-22;0;9
1c8o;B;2019-06-07;2000-06-01;0;32
1izl;I;2019-06-07;2002-10-04;0;26
1c1w;I;2019-06-07;1999-07-21;0;11
1c1v;I;2019-06-07;1999-07-21;0;11
1c5n;I;2019-06-07;1999-12-22;0;10
1c5y;A;2019-06-07;1999-12-22;0;9
1cbw;A;2019-06-07;1996-12-22;0;11
1ce1;P;2019-06-07;1999-03-12;0;8
1izl;O;2019-06-07;2002-10-04;0;205
1izl;1;2019-06-07;2002-10-04;0;25
1cfn;C;2019-06-07;1999-03-19;0;9
1cfs;C;2019-06-07;1999-03-19;0;11
1cg9;C;2019-06-07;1999-03-25;0;9
1aw8;A;2019-06-07;1997-10-12;0;24
1ar6;0;2019-06-07;1997-08-11;0;5
1as4;B;2019-06-07;1997-08-12;0;33
1iq1;A;2019-06-07;2001-05-28;0;7
1ayc;P;2019-06-07;1994-05-15;0;7
1bi6;L;2019-06-07;1995-12-07;0;11
1bmn;I;2019-06-07;1995-11-14;0;9
1bmm;I;2019-06-07;1995-11-14;0;9
1ar8;0;2019-06-07;1997-08-11;0;8
1azg;A;2019-06-07;1997-11-18;0;14
1bcc;I;2019-06-07;1998-03-23;0;33
1be3;I;2019-06-07;1998-05-19;0;33
1bgy;I;2019-06-07;1998-06-02;0;33
1bjr;I;2019-06-07;1998-06-27;0;10
1bii;P;2019-06-07;1998-06-11;0;10
1aoo;A;2019-06-07;1997-07-08;0;40
1aqd;C;2019-06-07;1997-07-28;0;14
1amt;A;2019-06-07;1987-12-08;0;18
1aot;P;2019-06-07;1997-07-10;0;11
1a1r;C;2019-06-07;1997-12-15;0;16
1a1m;C;2019-06-07;1997-12-11;0;9
1a3e;I;2019-06-07;1998-01-21;0;11
1a3b;I;2019-06-07;1998-01-20;0;11
1a81;B;2019-06-07;1998-03-31;0;18
1abi;I;2019-06-07;1992-08-24;0;19
1ad8;I;2019-06-07;1997-02-24;0;10
1ilq;C;2019-06-07;1998-12-17;0;17
1ai1;P;2019-06-07;1996-11-06;0;10
1im9;C;2019-06-07;2001-05-10;0;9
1aix;I;2019-06-07;1997-04-30;0;10
1akj;C;2019-06-07;1997-05-21;0;9
